order_id,product_id,store_id,product_name,city,date_of_sale,quantity,sales_amout
105,1434,469,Cheese,East Marthamouth,2025-05-07,12,92.89
726,1849,196,Shoes,East Thomas,2022-04-05,9,18.42
142,1171,387,Computer,Theresashire,2021-04-04,11,114.57
752,709,370,Bike,Chasemouth,2024-01-09,0,177.92
734,740,76,Ball,East Justin,2024-12-20,13,80.13
667,1416,566,Computer,Smithborough,2024-12-03,28,183.69
644,1269,423,Shirt,Karenport,2021-08-28,21,155.6
821,98,62,Chair,North Matthewton,2024-10-04,27,245.93
267,1583,132,Mouse,North Scott,2022-06-22,10,77.57
10,1328,421,Towels,West Jamesfurt,2024-02-14,1,217.16
780,1659,485,Sausages,South Scottchester,2023-05-05,12,260.16
465,390,577,Computer,Sarahview,2023-07-17,5,49.29
637,541,50,Fish,Allenfort,2025-11-24,2,314.66
729,1876,12,Fish,Shafferton,2024-10-03,21,62.78
682,727,599,Chicken,South Claudia,2023-02-11,18,52.34
583,453,344,Tuna,Lake Michael,2022-12-29,26,315.13
44,1906,124,Towels,New Sarah,2022-03-30,9,21.69
903,1691,163,Bike,Port Andrew,2021-07-29,1,199.29
181,1838,122,Computer,East Johnborough,2024-02-05,18,262.48
972,1291,201,Gloves,Gomezville,2021-01-15,16,311.72
80,856,510,Tuna,South Jason,2021-07-09,0,274.41
812,128,598,Table,Thompsonshire,2021-07-16,7,53.37
275,120,63,Bacon,West Reginaldstad,2021-05-23,13,197.71
996,407,346,Mouse,Carrollside,2022-01-04,30,82.79
384,1476,416,Soap,West Staceymouth,2022-08-07,10,297.2
177,1424,385,Computer,North Julie,2025-04-16,7,116.38
965,1162,265,Chips,Latoyamouth,2025-11-27,7,205.9
327,1052,289,Chicken,South Amandaland,2023-03-04,13,115.93
568,223,448,Fish,Stacyland,2022-10-16,3,337.27
821,101,176,Table,Elizabethview,2024-02-13,12,272.79
196,1009,561,Towels,Josephbury,2023-04-17,14,154.82
737,23,3,Tuna,New Andrew,2021-10-07,4,270.22
860,870,460,Sausages,Quinnbury,2021-01-28,4,157.13
274,4,349,Gloves,Kimberlyton,2022-02-24,23,349.25
293,561,298,Fish,Lake Krystal,2025-06-05,19,20.82
854,1363,373,Tuna,Oliviastad,2023-11-26,30,81.46
670,826,589,Table,South Kayla,2023-06-27,8,27.17
723,351,121,Salad,Martinland,2022-01-11,0,258.35
642,864,382,Soap,New Dianafurt,2024-09-16,22,62.6
683,167,30,Hat,Robbinsbury,2023-12-23,13,140.52
526,128,582,Keyboard,Lake Christina,2023-06-14,7,292.96
760,1065,209,Mouse,Murillostad,2025-06-16,22,258.83
301,161,184,Bike,Mooremouth,2021-02-01,24,224.56
721,68,12,Fish,South Andrew,2024-07-07,11,152.67
149,1022,243,Cheese,Autumnburgh,2023-02-27,2,135.6
148,509,46,Fish,Crystalfort,2025-12-20,13,346.0
727,1522,450,Mouse,North Kirkshire,2021-10-19,28,171.9
233,1266,33,Cheese,Alexandraland,2025-12-08,18,133.60544597430876
17,1764,515,Shoes,West Gregory,2025-02-20,7,132.81
442,1142,112,Chair,New Eric,2024-01-23,21,250.37
249,752,293,Chair,West Johnshire,2022-10-06,24,31.71
92,1869,444,Salad,Melanietown,2024-08-19,3,41.32
49,1202,324,Cheese,New Pamela,2024-12-03,14,28.38
319,822,214,Pizza,Lake William,2025-02-28,2,103.96
876,1619,258,Keyboard,South Ryanbury,2021-07-26,3,191.97
789,1586,238,Gloves,Thomasland,2021-04-19,10,202.78
968,1206,495,Tuna,Snowport,2021-01-22,25,16.96
92,1936,31,Cheese,Port Christine,2024-08-06,10,157.89
603,1510,196,Soap,North Veronicachester,2025-07-29,24,321.1
491,1996,337,Keyboard,Justinport,2023-03-28,13,192.35
330,1722,566,Chips,Dianefort,2021-12-18,24,169.53
629,101,469,Keyboard,Port Daniel,2022-09-12,30,141.97
683,92,488,Computer,Juanton,2021-05-18,11,228.95
102,311,197,Chicken,Danielleshire,2025-12-12,21,71.85
252,1688,226,Shirt,Deniseton,2023-04-13,17,176.7
866,900,144,Mouse,Hensleybury,2024-12-11,0,270.6
699,97,101,Sausages,Joneshaven,2024-08-11,25,276.92
976,1688,18,Table,Christopherside,2023-06-21,9,83.99
586,1000,524,Bacon,Thomasbury,2023-09-21,0,161.87
69,628,140,Bacon,North Jacob,2023-11-21,29,46.93
50,1204,74,Chips,North Teresashire,2025-04-19,16,88.77
969,1138,498,Tuna,Sarahbury,2024-01-13,10,120.3
114,471,323,Chicken,Randalltown,2023-08-11,16,270.71
585,646,335,Mouse,Carriehaven,2021-12-18,4,215.55
333,1305,92,Shoes,South Brentberg,2025-06-12,19,113.5
117,734,19,Pizza,North Sharichester,2024-07-05,3,232.68
429,414,353,Shoes,Charlesmouth,2025-03-02,23,39.56
395,950,416,Hat,Jasonborough,2022-06-04,2,260.97
907,897,78,Chair,East Angela,2025-12-24,13,198.45
700,6,119,Gloves,Sanchezside,2023-02-21,1,141.44
362,320,66,Shirt,West Christopher,2022-04-17,23,235.46
360,1304,2,Chips,East Laurie,2022-09-04,11,240.92
347,658,599,Bacon,Williamston,2025-01-21,10,212.26
668,138,515,Soap,Christinefort,2025-01-12,2,19.52
386,174,537,Chips,New Justin,2021-08-21,6,334.93
387,1190,381,Chicken,Port Austin,2025-02-20,29,173.3
839,479,177,Pants,East Blake,2021-01-14,12,317.6
440,1,10,Chips,East Steven,2024-12-08,18,146.69
885,1001,26,Keyboard,South Michaelstad,2024-07-30,8,338.6
624,1229,8,Pants,Victorside,2023-10-23,8,235.99
331,1107,119,Ball,West Melindamouth,2024-04-20,14,227.38
122,522,309,Bike,New Kevin,2023-02-15,30,320.28
497,44,222,Pizza,South Lisa,2025-10-13,21,124.11
625,359,18,Chips,Jodiview,2021-06-23,29,220.2
478,1687,199,Pants,Adamstown,2026-01-05,10,146.92
456,421,51,Computer,South Garrettport,2024-09-05,0,63.45
261,110,96,Chicken,Lake Maxberg,2025-03-11,10,286.95
816,1885,489,Gloves,North Nicolefort,2025-07-23,21,92.8
473,1435,357,Chips,Tuckermouth,2025-09-04,6,66.85
159,936,442,Pants,Rogersport,2022-08-29,30,23.1
580,783,591,Tuna,North Darin,2024-03-01,29,312.45
225,1897,143,Ball,Port Mckenzie,2021-04-09,19,155.73
993,1636,372,Pants,Robertmouth,2025-11-05,3,176.2
51,1168,455,Pizza,West Michaelside,2024-02-15,8,182.39
554,521,410,Car,Harrisbury,2025-05-01,9,68.84
890,813,536,Gloves,Davidfort,2023-02-13,25,46.33
857,419,279,Computer,West Patriciaborough,2021-10-06,2,337.68
680,659,527,Cheese,South Paige,2025-09-20,8,311.7
774,524,305,Cheese,Marialand,2022-10-06,23,87.1
601,712,7,Chair,East Brandon,2022-07-27,27,59.93
29,1801,460,Sausages,Scottview,2022-07-23,23,129.54
823,218,134,Chair,Charleshaven,2023-05-29,12,50.37
641,757,23,Pizza,New Katelynmouth,2024-08-14,2,208.79
905,47,183,Ball,Hollymouth,2023-03-23,24,74.25
156,512,134,Tuna,New Heidi,2021-11-14,30,155.22
907,1044,415,Fish,Port Kelly,2021-03-08,2,133.4
477,1149,396,Salad,West Matthewfurt,2022-04-04,8,277.64
972,1365,5,Chair,Boydbury,2025-09-06,0,279.45
950,289,95,Ball,New Laurie,2024-01-31,28,98.82
88,957,304,Shirt,Callahanmouth,2024-06-13,19,221.87
556,1737,300,Chicken,Melissamouth,2021-02-01,11,224.61
952,1740,12,Bike,Youngville,2022-09-20,8,128.57
288,554,45,Towels,South Brandon,2024-03-02,7,66.23
206,1980,47,Shirt,Markstad,2025-10-29,25,251.78
627,998,517,Fish,Jefferymouth,2024-07-02,30,234.4
294,644,313,Bacon,South Richard,2025-01-29,7,42.39
916,511,499,Chips,Port Kimberlymouth,2025-08-13,9,130.88
711,975,333,Car,Jordanport,2024-03-18,20,264.64
368,1178,429,Bacon,Smithton,2021-11-24,7,174.12
65,1405,371,Cheese,Jenkinsland,2022-09-28,19,204.7
689,548,50,Sausages,East Aprilside,2021-04-04,27,170.19
586,1213,191,Bacon,East Kim,2025-10-04,29,168.73
883,1266,3,Tuna,Austintown,2022-01-30,8,206.41
781,1886,194,Bike,South Edwardton,2021-08-02,11,295.13
747,634,467,Chips,South Frankland,2024-11-29,23,81.19
761,1484,516,Chair,South Matthewshire,2025-10-18,2,223.89
899,642,484,Chair,Port Seanmouth,2024-03-30,18,292.38
624,1878,71,Shirt,Port Jasmineborough,2022-03-21,12,341.3
724,70,238,Keyboard,Williamston,2025-02-28,3,28.36
214,1446,478,Chicken,Harrisonbury,2025-11-26,1,126.15
432,127,305,Towels,North Melissa,2023-04-27,24,305.3
193,831,518,Ball,Lake Kelly,2021-08-06,18,285.36
238,264,60,Keyboard,North Julian,2025-02-14,16,308.63
888,1070,349,Towels,Josephport,2023-08-14,29,110.83
368,1304,61,Soap,West Patrickstad,2025-12-04,15,196.5
936,282,250,Sausages,Mooreside,2021-11-18,30,259.58
243,288,292,Ball,South Lorifort,2024-04-03,3,95.38
362,220,337,Soap,Robertsonstad,2023-02-07,22,338.53
435,135,220,Table,North Mark,2024-09-07,22,348.53
869,247,217,Tuna,Alecville,2024-05-08,0,120.47
14,46,122,Soap,Catherinefort,2024-10-17,13,90.44
817,325,206,Chicken,South Bradley,2023-12-16,15,261.68
26,1381,202,Gloves,Carlsonport,2023-02-10,19,130.89
262,419,355,Pizza,West Reginaside,2021-12-11,30,111.4
697,878,553,Tuna,West Christine,2026-01-06,22,311.17
387,1258,427,Pizza,Jenniferville,2025-09-17,14,10.8
852,958,134,Fish,Murphyton,2021-11-14,8,288.25
342,1334,111,Salad,New Manuel,2024-05-19,11,331.19
125,1946,396,Pizza,Lake Donna,2024-05-21,7,28.64
797,1952,247,Gloves,South Angela,2022-07-07,27,204.43
798,79,88,Pizza,Sarahburgh,2021-08-07,26,272.9
918,70,536,Keyboard,Jennifertown,2022-01-23,21,124.98
20,536,99,Chips,West Brianmouth,2021-09-10,2,187.68
31,889,39,Pants,Nicoleborough,2022-03-11,15,150.97
46,18,442,Shoes,Port Jose,2024-11-29,9,163.49
560,1355,540,Car,Lake Crystal,2023-09-26,29,120.8
219,332,312,Table,West Leroyfort,2025-09-12,0,294.34
972,274,120,Fish,East John,2023-07-26,1,258.38
201,1177,599,Cheese,South Evan,2022-01-29,4,270.48
930,660,263,Gloves,West Rebeccamouth,2023-11-16,4,96.7
403,1126,288,Computer,Juanview,2023-10-08,6,270.99
799,960,10,Computer,Lake Stephanie,2025-05-03,19,23.48
899,106,239,Fish,West David,2024-05-12,29,117.38
498,492,590,Shirt,New Charles,2022-12-15,26,254.35
488,1772,355,Soap,West Brendastad,2023-04-07,22,334.43
730,270,248,Bacon,West Noahborough,2022-09-30,0,306.93
594,589,456,Keyboard,Richardfurt,2023-05-03,25,315.77
288,794,412,Salad,Davidborough,2025-09-19,2,50.59
924,366,172,Chair,Lake Christopherport,2025-09-27,11,321.17
996,473,14,Computer,Caitlinmouth,2024-11-01,14,321.77
149,1543,310,Chair,Port Scott,2022-02-20,29,250.4
454,1891,579,Tuna,West Williamchester,2023-10-17,20,12.81
209,1640,235,Fish,New Anthonyville,2025-02-18,13,242.19
711,1833,111,Fish,Stephanieberg,2023-07-23,6,186.38
17,1132,400,Tuna,Jodyshire,2025-09-06,22,337.46
504,1818,88,Towels,Maryberg,2021-10-05,14,262.34
859,438,533,Sausages,North Amberborough,2022-03-16,29,290.41
188,704,537,Salad,North Lisa,2024-12-14,3,22.65
135,1659,360,Car,West Michael,2023-11-02,9,337.19
596,377,90,Towels,Stephensberg,2022-10-24,7,203.97
495,852,453,Bike,Bonnieland,2024-04-16,22,83.82
219,1125,242,Sausages,West Michael,2022-10-02,27,116.56
482,1423,191,Shirt,Jillianmouth,2021-07-16,25,312.91
81,102,381,Mouse,Lopezbury,2023-05-19,19,211.76
412,1629,248,Mouse,Monicamouth,2024-04-07,7,256.26
123,1550,580,Mouse,Deborahchester,2024-08-02,13,19.48
843,932,300,Car,Kimberlyport,2025-04-27,1,191.74
594,1984,263,Computer,West Craig,2022-10-31,11,203.28
686,265,475,Table,Myersfurt,2024-02-17,20,126.2
262,63,185,Fish,West Tammyside,2023-02-22,16,250.4
345,1695,65,Shoes,West Michaelfort,2023-02-15,10,130.35
99,315,596,Chair,South Tyler,2023-07-13,6,92.69
420,1211,284,Soap,East Kathleenburgh,2023-03-22,28,246.7
39,355,246,Hat,North Pedroburgh,2021-02-11,6,308.98
666,728,115,Towels,Port Elizabethtown,2025-12-30,6,248.73
438,1995,415,Tuna,Sharonview,2021-03-24,0,63.35
798,1503,99,Computer,Harrisshire,2025-05-06,20,148.44
463,1147,319,Soap,Port Brittany,2022-01-07,7,342.46
833,1208,236,Chips,West Sarahmouth,2025-05-29,25,157.75
183,479,101,Pizza,Brittanystad,2022-07-19,13,184.98
281,1730,589,Pizza,East James,2022-04-04,30,49.44
427,295,91,Bike,Louisburgh,2024-08-24,4,342.49
728,1531,372,Bike,Angiebury,2024-08-04,28,265.7
374,661,218,Cheese,Randolphstad,2023-07-19,10,242.22
401,1625,358,Pizza,North Gregory,2025-12-22,10,263.1
332,1477,391,Computer,Josefurt,2023-06-16,30,290.32
850,1300,295,Ball,Port Dominique,2021-08-18,4,210.79
715,1264,583,Table,New Travisville,2025-05-26,19,247.38
128,497,540,Ball,New David,2025-04-05,19,86.6
181,1426,186,Car,South Sharonfort,2022-07-01,1,22.18
968,1394,562,Hat,Stephanieborough,2024-05-02,5,150.43
766,1835,24,Car,New John,2022-12-13,8,66.45
861,937,533,Shirt,South Ginatown,2024-02-27,10,273.1
908,1414,268,Tuna,Ambermouth,2022-09-10,3,65.45
146,998,6,Shirt,Hannahville,2022-07-15,1,292.58
195,123,492,Bacon,Fosterside,2021-02-02,23,348.43
273,655,342,Gloves,Michaelside,2023-12-13,10,338.14
756,236,232,Computer,East Christinastad,2024-05-01,30,49.65
985,1192,573,Computer,East Williamtown,2022-07-30,20,334.27
470,750,506,Computer,Erinchester,2022-01-07,18,347.22
822,764,302,Cheese,Juanburgh,2022-12-29,25,311.5
404,1548,238,Keyboard,East Marthashire,2022-03-01,3,114.1
674,334,171,Hat,Josephhaven,2022-12-14,12,320.18
896,1111,379,Bike,North Alanton,2023-03-15,5,272.75
445,1595,4,Pizza,Jamieside,2024-02-02,5,292.93
320,11,209,Table,Ronaldburgh,2023-09-26,27,270.87
410,1350,551,Pizza,Armstrongville,2023-03-23,30,122.7
86,969,543,Keyboard,Gamblestad,2023-05-14,14,148.84
577,25,56,Hat,Lake Elizabethton,2024-10-10,2,58.54
993,1223,183,Cheese,East Natashachester,2025-08-11,15,33.1
863,482,235,Chicken,Port Erin,2025-06-30,25,24.4
254,1798,241,Chips,Phillipsville,2023-09-23,26,81.98
950,1605,501,Fish,Osborntown,2025-12-09,6,255.66
788,778,45,Sausages,New Hannah,2022-04-03,5,155.35
493,1477,390,Mouse,Jenningstown,2021-04-27,30,164.66
549,1770,284,Towels,Cortezton,2024-05-22,9,141.83
530,1829,289,Gloves,Jamesburgh,2025-05-14,29,225.93
197,451,446,Mouse,North Joseph,2024-10-27,6,275.92
215,1413,289,Bacon,North Ryanborough,2023-11-13,9,207.32
869,1586,535,Computer,North Joseph,2023-05-29,7,176.26
395,68,415,Bike,Johnmouth,2024-03-02,16,326.23
328,928,30,Salad,New Jerry,2023-02-09,15,91.18
378,998,431,Computer,South Maryville,2023-02-12,28,159.73
894,789,506,Chair,Turnermouth,2026-01-12,12,329.24
777,35,393,Pants,North Rebecca,2023-04-22,5,289.52
140,933,345,Sausages,Barnesland,2021-01-13,12,324.33
840,327,270,Soap,Johnsonhaven,2022-02-19,29,83.3
95,40,478,Gloves,Christown,2025-01-23,0,296.62
416,971,389,Bacon,Angelstad,2025-01-25,5,294.1
923,31,500,Table,Pamelafurt,2021-05-28,1,47.29
713,1483,472,Cheese,Lake Tannershire,2024-07-19,0,66.49
641,764,355,Chicken,North Stacey,2023-08-26,1,17.6
664,1919,376,Keyboard,Garciahaven,2021-12-15,30,107.4
689,1217,146,Shoes,Williamsmouth,2023-02-03,18,23.18
590,327,175,Towels,West Robert,2021-04-01,7,63.67
660,1413,65,Shirt,Hollyville,2024-12-21,1,144.56
868,1146,129,Pizza,Port Daniel,2025-09-14,23,235.95
618,27,52,Pizza,South Annette,2021-12-03,9,173.53
724,1656,16,Fish,Chavezbury,2022-08-20,21,282.7
900,989,166,Pizza,North Nicholas,2023-05-11,0,47.79
796,490,568,Mouse,Jeffreyshire,2022-01-01,26,124.28
625,1549,409,Chair,West Stephenhaven,2022-07-20,1,287.94
846,587,473,Keyboard,Burtonton,2023-06-20,2,97.62
631,1911,208,Cheese,Port Mike,2022-11-07,28,315.99
511,1792,484,Sausages,Lake Brett,2023-04-03,17,73.99
131,1441,144,Car,South Elizabeth,2025-01-12,9,198.34
635,1021,219,Soap,Lake Robert,2023-11-15,26,263.22
265,1488,431,Keyboard,Adamsfort,2025-05-09,18,148.4
471,545,393,Gloves,Port Dennismouth,2024-06-08,16,76.64
750,95,419,Cheese,East Angela,2024-06-14,6,41.3
901,1993,19,Mouse,New Sheryl,2021-08-01,29,265.58
687,1422,139,Pizza,Terranceton,2021-02-01,9,82.38
249,1556,92,Bike,North Patty,2022-06-10,14,255.24
817,1253,416,Mouse,North Amy,2022-06-29,9,213.98
358,1587,544,Fish,Brownfort,2025-07-26,28,118.28
459,251,405,Mouse,Marychester,2024-07-31,15,268.67
138,1768,555,Computer,Rodriguezburgh,2022-02-20,6,281.38
521,1387,95,Gloves,Mullentown,2021-11-16,24,225.2
417,1519,553,Hat,Petersville,2022-07-15,6,325.53
53,1034,404,Sausages,North Stephaniestad,2022-03-08,29,40.29
363,1452,515,Towels,Sabrinaside,2022-03-17,26,161.76
826,1486,237,Chicken,Sherryborough,2025-05-05,18,334.8
839,1085,582,Chair,Moonberg,2021-07-16,4,222.13
537,1458,409,Computer,West Jonathan,2022-03-16,29,267.79
487,105,127,Ball,East Aliciaborough,2022-06-07,1,56.89
292,1469,406,Fish,New Grant,2023-07-04,6,165.33
672,322,524,Chips,Williamstown,2021-04-23,22,222.58
525,705,111,Ball,Lake Kyle,2023-09-28,24,158.92
729,258,314,Keyboard,West Leahstad,2022-04-30,28,13.2
4,1191,444,Ball,Lake Matthew,2022-03-29,9,55.12
295,1068,228,Cheese,North Noah,2022-12-13,14,137.67
578,840,309,Cheese,Danielchester,2022-05-19,7,144.59
325,1698,166,Ball,Williamstad,2021-05-21,13,256.71
371,304,600,Salad,Miguelfurt,2025-08-16,14,347.49
674,761,365,Bacon,Allisonville,2023-02-02,3,147.8
363,1404,176,Car,South Adamton,2023-09-02,14,240.13
323,1064,147,Keyboard,Lake Sharon,2023-12-06,6,76.0
453,147,592,Bike,North Valerieborough,2022-09-21,26,21.84
269,1291,86,Pizza,North Emily,2023-07-13,25,20.16
822,1321,337,Sausages,New Amyshire,2025-04-29,14,37.37
108,690,547,Car,Janetland,2025-02-25,3,328.4
191,1865,328,Chicken,North Jonathanmouth,2021-01-18,29,238.19
940,1545,48,Keyboard,North Kathyberg,2022-04-22,8,109.31
778,929,598,Computer,South Jennifer,2021-11-18,5,216.88
426,514,222,Towels,Michaelfort,2024-08-31,26,83.86
532,1634,346,Towels,North Tammy,2025-04-16,2,115.46
17,1722,17,Gloves,North Jasmine,2021-03-27,2,207.95
997,1810,339,Chair,West Mikebury,2025-06-01,12,284.85
705,1388,462,Soap,Ashleymouth,2025-06-01,17,186.74
461,1684,273,Keyboard,Lambertfurt,2025-07-27,22,229.15
897,1909,592,Pizza,Vasquezbury,2025-07-03,4,106.93
342,1771,375,Car,Christopherside,2023-09-12,17,332.45
694,608,311,Chair,New Jeffrey,2023-07-12,15,232.18
396,523,370,Computer,Riveraland,2024-11-09,30,138.99
612,1276,29,Shoes,Freemanfurt,2025-01-19,24,52.6
262,1498,28,Bike,Lake Christopher,2024-02-07,21,158.97
43,1737,401,Computer,Cherylmouth,2025-08-05,2,81.21
198,1585,528,Mouse,North Nathan,2024-09-20,22,220.91
554,1870,301,Table,Bradleyshire,2025-01-23,4,251.48
326,1722,302,Salad,New Tracyfort,2021-06-12,29,240.75
470,1688,69,Ball,Jacksonville,2023-12-07,1,22.9
789,1759,543,Chair,Lake Travis,2021-05-14,16,328.55
945,1067,560,Mouse,East Shannonside,2021-03-18,12,308.4
729,872,52,Pants,East Jeffrey,2023-10-06,10,139.2
19,1980,492,Keyboard,Christopherland,2021-04-05,29,322.13
128,630,125,Shoes,Ryanside,2021-06-05,25,248.41
424,80,439,Keyboard,Stevenfort,2023-10-10,30,81.7
434,22,546,Towels,Smithport,2021-02-06,5,220.53
68,888,3,Cheese,Traciland,2024-06-14,11,237.97
633,1719,320,Salad,New Tina,2021-08-20,0,185.93
833,675,108,Computer,West Sabrinaside,2022-05-13,11,277.42
608,1062,141,Chips,Port Christopher,2025-04-22,16,297.34
418,1362,170,Computer,North Christina,2025-02-28,24,43.93
565,887,437,Table,Port James,2024-01-24,12,88.29
55,383,532,Chair,Melissaton,2021-07-04,8,209.81
992,1370,579,Shoes,Longtown,2022-01-25,27,299.76
259,695,128,Mouse,South Jaclynport,2023-04-16,25,80.74
425,764,508,Ball,Walkerland,2022-05-06,27,175.73
124,1210,540,Bike,Mariaburgh,2022-06-26,23,154.39
902,1557,337,Ball,East Robertfort,2022-06-13,13,297.7
510,532,157,Soap,Lake Kevin,2021-08-24,11,306.72
780,1540,359,Salad,Rachelview,2024-02-12,29,267.97
958,1841,573,Chair,West Mitchellside,2021-04-17,20,124.48
631,1693,229,Chicken,Tiffanyland,2022-11-10,25,120.4
702,289,313,Bike,Farmerburgh,2025-04-18,19,187.6
991,175,1,Ball,Lake Randy,2024-05-05,24,73.99
250,6,95,Soap,New Peter,2022-11-28,12,116.91
688,205,121,Sausages,Monicahaven,2023-05-21,5,348.6
895,660,447,Salad,North Elizabethstad,2021-09-20,30,266.49
191,1452,186,Chair,Port Ashley,2021-08-18,0,264.34
10,621,375,Shirt,Reedport,2021-07-02,10,268.6
294,1960,320,Tuna,Michaelshire,2021-01-24,14,313.97
163,602,193,Bacon,East Denisechester,2025-09-06,28,82.6
650,1135,100,Tuna,Port Virginia,2022-09-12,12,122.19
497,5,431,Chicken,South Mariabury,2023-08-08,0,190.71
674,674,65,Tuna,East Carlberg,2024-02-08,27,43.25
881,237,489,Chair,Joshuatown,2024-10-20,16,90.22
33,1304,595,Bacon,Port Shelbyview,2022-12-06,25,204.5
836,1161,168,Fish,Josephview,2024-10-11,14,205.57
220,772,47,Pizza,New Douglas,2022-03-11,26,65.87
925,1416,348,Sausages,Hessport,2022-05-30,11,32.3
750,1275,105,Chips,Murphyfort,2022-08-03,5,219.71
186,1847,392,Bacon,South Heather,2024-02-24,3,224.11
3,26,229,Towels,South Jeffreyland,2024-08-02,0,291.3
562,451,366,Keyboard,Foxfurt,2023-03-29,28,210.74
158,124,538,Salad,South Davidchester,2022-01-15,0,301.75
867,140,78,Chair,New James,2021-09-30,22,274.8
804,569,488,Bacon,Williamsborough,2021-06-09,26,100.49
110,309,36,Ball,North Jacob,2025-10-08,21,63.52
381,1212,93,Keyboard,North Austinchester,2021-04-09,16,341.75
453,1569,375,Tuna,Brendabury,2024-02-24,17,314.62
364,844,434,Keyboard,Alyssabury,2021-12-18,2,149.73
824,1026,363,Hat,Frybury,2025-10-28,28,75.21
321,303,125,Bike,West Sean,2022-03-24,12,102.42
490,1086,272,Mouse,Port Susanport,2025-03-17,6,323.3
697,1288,59,Fish,Mccormickmouth,2024-02-28,29,348.27
510,177,268,Tuna,Lake Andrea,2021-05-27,3,284.2
690,916,183,Pizza,North Janet,2025-08-28,2,43.81
340,1334,70,Bacon,West Derek,2023-01-26,16,135.34
263,1544,85,Shirt,Henryview,2023-10-03,25,87.82
83,772,37,Ball,New Thomasshire,2025-03-21,29,275.66
765,1288,135,Ball,Marymouth,2023-01-09,3,318.77
22,857,510,Sausages,Leechester,2023-08-05,4,300.11
896,866,108,Ball,New Nicole,2025-04-14,12,26.19
779,1791,315,Sausages,Paulhaven,2023-03-05,21,326.77
927,30,107,Mouse,Sanchezport,2021-03-24,17,260.88
986,856,174,Chicken,Strongbury,2021-08-05,14,98.51
676,1823,5,Pants,East Sarahberg,2021-04-15,21,66.96
586,798,430,Table,Brittanyfurt,2023-12-06,17,30.74
556,433,367,Shirt,Johnmouth,2024-11-04,22,251.79
815,822,76,Sausages,Davidhaven,2023-04-29,5,28.74
6,774,219,Soap,Port Lisaview,2021-04-30,1,21.77
604,1450,177,Shoes,North Nicholasmouth,2022-05-11,15,281.71
350,1832,290,Table,Port Scott,2021-05-26,15,289.4
312,722,596,Car,Wesleybury,2025-11-19,29,309.11
977,1071,296,Car,South Amber,2024-04-01,3,126.69
253,83,270,Car,Morganfurt,2023-05-01,3,289.32
506,460,30,Chips,North Dawnland,2022-07-03,25,42.82
665,554,28,Fish,Jenniferport,2025-12-18,11,324.17
181,1719,33,Salad,East Kyle,2022-04-24,22,98.64
846,77,328,Towels,East Kendratown,2022-09-17,11,296.48
23,782,377,Gloves,Meadowsburgh,2024-09-15,23,92.98
128,793,445,Soap,North William,2022-08-23,11,100.56
103,455,179,Tuna,South Martha,2022-05-19,15,25.42
206,1031,360,Keyboard,Mooreview,2022-05-28,1,39.32
757,1795,474,Shirt,Adamchester,2023-04-09,20,263.47
272,301,83,Soap,East Anthony,2024-12-05,22,35.8
940,1643,172,Salad,East Diamondfurt,2021-07-16,21,31.8
252,284,375,Computer,Toddstad,2023-12-13,1,43.13
282,1270,479,Car,Fosterton,2025-07-08,22,67.63
246,350,428,Shoes,Chrischester,2024-03-18,12,197.3
634,1929,236,Bike,East Chad,2025-02-05,6,194.3
903,1882,561,Car,Ramosborough,2025-11-25,19,325.28
253,553,262,Salad,South Rebeccamouth,2025-07-04,15,133.44
187,1188,248,Towels,Port Meganport,2024-09-02,6,345.97
346,366,162,Computer,West Diana,2022-09-28,9,117.25
249,1116,42,Keyboard,Patriciafort,2023-07-17,28,235.49
653,1788,555,Pants,South Douglasmouth,2025-03-24,15,267.15
155,740,99,Pants,Lake Cassandra,2023-12-01,22,179.26945519558893
876,996,215,Pizza,Port Kevinfurt,2023-01-23,14,76.38
157,1837,35,Pants,Snydertown,2022-12-13,10,56.52
604,282,478,Tuna,Lake Valerie,2021-04-24,9,28.75
710,929,198,Ball,Hollandstad,2022-08-14,21,49.41
913,1030,210,Towels,Lake Veronicaside,2022-08-27,26,78.12
617,1157,521,Pizza,Christophermouth,2023-04-19,3,345.28
404,653,570,Pizza,South Linda,2024-03-08,2,139.81
19,208,392,Sausages,Johnsonton,2024-11-09,20,49.4
171,1680,543,Soap,Janiceberg,2025-02-28,13,261.36
523,329,124,Cheese,Kristenfort,2022-06-03,26,45.53
536,843,439,Chair,Allisonhaven,2025-10-03,4,54.17
427,910,231,Towels,New Williamberg,2022-07-05,7,101.2
174,1046,67,Shoes,East Pamela,2025-02-12,27,25.3
617,641,549,Cheese,Lake Thomas,2021-09-29,0,35.43
269,650,344,Bacon,Lake Sarahborough,2025-07-17,6,74.1
849,761,277,Chicken,Lake Danielleborough,2022-10-23,14,219.8
563,1864,39,Keyboard,Lake Marie,2024-07-12,3,147.95
540,1403,376,Gloves,South Carrieborough,2024-04-04,9,38.95
950,1979,232,Gloves,Stephenborough,2023-06-17,22,189.45
930,75,80,Salad,South Jenniferbury,2023-02-23,5,197.45
968,704,469,Hat,Port Scott,2023-01-27,15,32.34
712,1605,24,Chips,South Keith,2023-11-14,22,219.96
24,1608,65,Soap,Lake Gina,2023-02-22,27,89.99
814,907,552,Chips,Brighttown,2024-06-13,11,82.47
931,1212,121,Bacon,South Sean,2024-09-27,24,52.93
